Year,Month,Tier,Name,Author name,Deck link,Deck list
2019,7,3,Esper Hero Control,Autumnlily,https://www.mtgtop8.com/event?e=22587&d=353952&f=ST,"4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
3 Isolated Chapel
1 Swamp
2 Temple of Silence
4 Watery Grave
3 Elite Guardmage
4 Hero of Precinct One
3 Hostage Taker
1 Command the Dreadhorde
2 Despark
4 Thought Erasure
3 Tyrant's Scorn
1 Bolas's Citadel
2 Narset, Parter of Veils
3 Oath of Kaya
4 Teferi, Hero of Dominaria
4 Teferi, Time Raveler
Sideboard
1 Despark
1 Bolas's Citadel
1 Narset, Parter of Veils
2 Cry of the Carnarium
2 Dovin's Veto
2 Duress
2 Enter the God-Eternals
2 Kaya's Wrath
2 The Elderspell
"
2019,6,1,Red Deck Wins,Mtgnerdgirl,https://www.mtgtop8.com/event?e=22278&d=350924&f=ST,"20 Mountain
4 Fanatical Firebrand
4 Ghitu Lavarunner
4 Goblin Chainwhirler
4 Runaway Steam-Kin
4 Viashino Pyromancer
4 Light Up the Stage
4 Lightning Strike
4 Shock
3 Wizard's Lightning
2 Chandra, Fire Artisan
3 Experimental Frenzy
Sideboard
1 Experimental Frenzy
2 Dire Fleet Daredevil
4 Lava Coil
3 Legion Warboss
2 Rekindling Phoenix
3 Tibalt, Rakish Instigator
"
2019,6,2,Gruul Aggro,Ju Yaqiong,https://www.mtgtop8.com/event?e=22278&d=350927&f=ST,"8 Forest
7 Mountain
4 Rootbound Crag
4 Stomping Ground
4 Growth-Chamber Guardian
4 Gruul Spellbreaker
4 Llanowar Elves
4 Nullhide Ferox
4 Paradise Druid
4 Rekindling Phoenix
4 Skarrgan Hellkite
3 Lightning Strike
3 Shock
3 Domri, Anarch of Bolas
Sideboard
2 Carnage Tyrant
2 Collision / Colossus
4 Lava Coil
1 Mobilized District
1 Shivan Fire
4 Thrashing Brontodon
1 Vivien Reid
"
2019,6,2,Esper Precinct One,Corey Baumeister,https://www.mtgtop8.com/event?e=22278&d=350926&f=ST,"4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
1 Island
4 Isolated Chapel
1 Swamp
4 Watery Grave
3 Elite Guardmage
4 Hero of Precinct One
3 Hostage Taker
4 Thief of Sanity
2 Despark
1 Mortify
4 Thought Erasure
3 Tyrant's Scorn
2 Oath of Kaya
4 Teferi, Hero of Dominaria
4 Teferi, Time Raveler
Sideboard
1 Despark
2 Arguel's Blood Fast
2 Deputy of Detention
2 Dovin's Veto
2 Duress
2 Enter the God-Eternals
2 Narset, Parter of Veils
2 The Elderspell
"
2019,6,2,Esper Control,Thierry Ramboa,https://www.mtgtop8.com/event?e=22278&d=350925&f=ST,"4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
4 Isolated Chapel
1 Swamp
4 Watery Grave
3 Basilica Bell-Haunt
1 Elite Guardmage
4 Hero of Precinct One
1 Command the Dreadhorde
1 Despark
1 The Elderspell
4 Thought Erasure
3 Tyrant's Scorn
2 Liliana, Dreadhorde General
4 Narset, Parter of Veils
3 Oath of Kaya
4 Teferi, Hero of Dominaria
4 Teferi, Time Raveler
Sideboard
1 Despark
1 The Elderspell
3 Duress
2 Enter the God-Eternals
1 Hostage Taker
1 Lyra Dawnbringer
1 Narset's Reversal
1 Ritual of Soot
4 Thief of Sanity
"
2019,6,3,Weenie White,Kusakabe Kyohei,https://www.mtgtop8.com/event?e=22278&d=350929&f=ST,"4 Glacial Fortress
4 Hallowed Fountain
12 Plains
4 Adanto Vanguard
4 Benalish Marshal
4 Dauntless Bodyguard
4 Law-Rune Enforcer
4 Skymarcher Aspirant
3 Snubhorn Sentry
4 Venerated Loxodon
3 Conclave Tribunal
2 Gideon Blackblade
4 History of Benalia
4 Legion's Landing
Sideboard
1 Conclave Tribunal
1 Ajani, Adversary of Tyrants
4 Baffling End
1 Disdainful Stroke
2 Dovin's Veto
2 Teferi, Time Raveler
4 Tocatli Honor Guard
"
2019,6,3,Simic Mass Manipulation,Yellowhat,https://www.mtgtop8.com/event?e=22278&d=350931&f=ST,"4 Breeding Pool
10 Forest
4 Hinterland Harbor
7 Island
1 Memorial to Genius
4 Hydroid Krasis
4 Incubation Druid
4 Jadelight Ranger
4 Llanowar Elves
2 Paradise Druid
4 Growth Spiral
4 Mass Manipulation
4 Nissa, Who Shakes the World
4 Tamiyo, Collector of Tales
Sideboard
1 Entrancing Melody
3 Negate
4 Ripjaw Raptor
3 Thorn Lieutenant
4 Thrashing Brontodon
"
2019,6,3,Bant Agro,Paulo Vitor Damo Da Rosa,https://www.mtgtop8.com/event?e=22278&d=350933&f=ST,"4 Breeding Pool
7 Forest
2 Glacial Fortress
4 Hallowed Fountain
1 Plains
4 Sunpetal Grove
4 Temple Garden
1 Druid of the Cowl
4 Hydroid Krasis
4 Incubation Druid
2 Jadelight Ranger
4 Llanowar Elves
4 Paradise Druid
2 Shalai, Voice of Plenty
2 Trostani Discordant
2 Finale of Glory
4 Nissa, Who Shakes the World
2 Prison Realm
1 Teferi, Time Raveler
2 The Immortal Sun
Sideboard
1 Teferi, Time Raveler
1 The Immortal Sun
3 Baffling End
2 Deputy of Detention
2 Ixalan's Binding
2 Lyra Dawnbringer
4 Negate
"
2019,6,3,Bant Control,Kim Seok Hyun,https://www.mtgtop8.com/event?e=22278&d=350932&f=ST,"4 Breeding Pool
2 Forest
2 Glacial Fortress
4 Hallowed Fountain
4 Hinterland Harbor
2 Island
3 Sunpetal Grove
4 Temple Garden
2 Frilled Mystic
3 Hydroid Krasis
4 Incubation Druid
4 Llanowar Elves
4 Paradise Druid
2 Shalai, Voice of Plenty
2 Entrancing Melody
1 Finale of Glory
3 Mass Manipulation
1 Time Wipe
4 Nissa, Who Shakes the World
4 Teferi, Time Raveler
1 The Immortal Sun
Sideboard
2 Entrancing Melody
1 The Immortal Sun
2 Ixalan's Binding
2 Negate
2 Ripjaw Raptor
2 Thrashing Brontodon
2 Tolsimir, Friend to Wolves
2 Trostani Discordant
"
2019,6,3,Izzet Phoenix,Rémi Fortier,https://www.mtgtop8.com/event?e=22278&d=350928&f=ST,"3 Tormenting Voice
2 Spell Pierce
4 Shock
1 Ral's Outburst
2 Radical Idea
4 Opt
3 Lightning Strike
3 Lava Coil
2 Finale of Promise
4 Chart a Course
3 Goblin Electromancer
4 Crackling Drake
1 Augur of Bolas
4 Arclight Phoenix
4 Sulfur Falls
4 Steam Vents
6 Mountain
6 Island
Sideboard
1 God-Eternal Kefnet
2 Entrancing Melody
2 Disdainful Stroke
1 Charging Monstrosaur
2 Beacon Bolt
1 Adeliz, the Cinder Wind
1 Lava Coil
2 Ral, Izzet Viceroy
3 Saheeli, Sublime Artificer
"
2019,5,1,Red Deck Wins,Jose Cabezas,https://www.mtgtop8.com/event?e=22033&d=348799&f=ST,"20 Mountain
4 Fanatical Firebrand
4 Ghitu Lavarunner
4 Goblin Chainwhirler
4 Runaway Steam-Kin
4 Viashino Pyromancer
4 Light Up the Stage
4 Lightning Strike
4 Shock
4 Wizard's Lightning
1 Chandra, Fire Artisan
3 Experimental Frenzy
Sideboard
1 Chandra, Fire Artisan
1 Experimental Frenzy
3 Dire Fleet Daredevil
4 Lava Coil
3 Legion Warboss
3 Tibalt, Rakish Instigator
"
2019,5,2,Mono White,Mattia Oneto,https://www.mtgtop8.com/event?e=22033&d=348802&f=ST,"4 Legion's Landing
4 History of Benalia
2 Gideon Blackblade
4 Conclave Tribunal
4 Venerated Loxodon
4 Snubhorn Sentry
4 Skymarcher Aspirant
3 Law-Rune Enforcer
4 Dauntless Bodyguard
4 Benalish Marshal
3 Adanto Vanguard
12 Plains
4 Hallowed Fountain
4 Glacial Fortress
Sideboard
3 Dovin's Veto
2 Disdainful Stroke
2 Deputy of Detention
4 Baffling End
1 Gideon Blackblade
1 Island
2 Teferi, Time Raveler
"
2019,5,2,Jeskai PW,Bernardo Torres,https://www.mtgtop8.com/event?e=22033&d=348800&f=ST,"3 Clifftop Retreat
4 Glacial Fortress
4 Hallowed Fountain
4 Interplanar Beacon
1 Island
4 Sacred Foundry
4 Steam Vents
1 Sulfur Falls
4 Fblthp, the Lost
3 Deafening Clarion
2 Lava Coil
2 Shock
3 Spell Pierce
2 Dovin, Hand of Control
2 Gideon Blackblade
3 Kasmina, Enigmatic Mentor
2 Mox Amber
4 Narset, Parter of Veils
4 Sarkhan the Masterless
4 Teferi, Time Raveler
Sideboard
1 Deafening Clarion
2 Lava Coil
1 Spell Pierce
1 Cleansing Nova
2 Dovin's Veto
2 Lyra Dawnbringer
2 Prison Realm
2 Search for Azcanta
2 Sorcerous Spyglass
"
2019,5,2,Esper Precinct One,Antonio Del Moral León,https://www.mtgtop8.com/event?e=22033&d=348801&f=ST,"4 Drowned Catacomb
3 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
4 Isolated Chapel
1 Plains
1 Swamp
4 Watery Grave
1 Basilica Bell-Haunt
2 Elite Guardmage
4 Hero of Precinct One
2 Seraph of the Scales
4 Thief of Sanity
1 Enter the God-Eternals
3 Mortify
4 Thought Erasure
3 Tyrant's Scorn
1 Liliana, Dreadhorde General
2 Oath of Kaya
2 Sorin, Vengeful Bloodlord
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler
Sideboard
1 Basilica Bell-Haunt
1 Enter the God-Eternals
1 Oath of Kaya
2 Deputy of Detention
3 Dovin's Veto
2 Duress
2 Lyra Dawnbringer
2 Moment of Craving
1 Vraska's Contempt
"
2019,5,3,Izzet Phoenix,Jan-Moritz Merkel,https://www.mtgtop8.com/event?e=22033&d=348804&f=ST,"7 Island
6 Mountain
4 Steam Vents
4 Sulfur Falls
4 Arclight Phoenix
3 Augur of Bolas
3 Crackling Drake
3 Goblin Electromancer
1 Beacon Bolt
4 Chart a Course
1 Discovery / Dispersal
3 Finale of Promise
2 Lava Coil
1 Lightning Strike
4 Opt
3 Radical Idea
4 Shock
1 Spell Pierce
2 Tormenting Voice
Sideboard
1 Augur of Bolas
2 Lava Coil
2 Spell Pierce
3 Fiery Cannonade
3 Legion Warboss
1 Negate
2 Niv-Mizzet, Parun
1 Shivan Fire
"
2019,5,3,Bant Aggro,Andrew Cuneo,https://www.mtgtop8.com/event?e=22033&d=348803&f=ST,"4 Breeding Pool
4 Forest
4 Hallowed Fountain
4 Hinterland Harbor
4 Sunpetal Grove
4 Temple Garden
1 Deputy of Detention
1 God-Eternal Oketra
4 Hydroid Krasis
4 Jadelight Ranger
4 Llanowar Elves
4 Merfolk Branchwalker
2 Shalai, Voice of Plenty
2 Trostani Discordant
4 Wildgrowth Walker
3 Prison Realm
3 Teferi, Time Raveler
2 Vivien Reid
2 Vivien, Champion of the Wilds
Sideboard
3 Deputy of Detention
3 Disdainful Stroke
1 Knight of Autumn
4 Kraul Harpooner
2 Thrashing Brontodon
2 Time Wipe
"
2019,4,1,Esper Control,Shahar Shenhar,https://www.mtgtop8.com/event?e=21742&d=346166&f=ST,"4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
1 Island
4 Isolated Chapel
1 Swamp
4 Watery Grave
4 Absorb
2 Cast Down
3 Chemister's Insight
2 Cry of the Carnarium
4 Kaya's Wrath
3 Mortify
2 Negate
4 Thought Erasure
2 Vraska's Contempt
1 Karn, Scion of Urza
2 Search for Azcanta
4 Teferi, Hero of Dominaria
1 The Eldest Reborn
Sideboard
1 Negate
1 The Eldest Reborn
2 Duress
4 Hostage Taker
2 Lyra Dawnbringer
1 Moment of Craving
4 Thief of Sanity
"
2019,4,2,Red Deck Wins,Brad Carpenter,https://www.mtgtop8.com/event?e=21742&d=346167&f=ST,"20 Mountain
4 Fanatical Firebrand
4 Ghitu Lavarunner
4 Goblin Chainwhirler
4 Runaway Steam-Kin
4 Viashino Pyromancer
4 Light Up the Stage
4 Lightning Strike
4 Shock
4 Wizard's Lightning
4 Experimental Frenzy
Sideboard
2 Banefire
1 Dire Fleet Daredevil
1 Fiery Cannonade
2 Fight with Fire
4 Lava Coil
2 Lightning Mare
3 Treasure Map
"
2019,4,2,Sultai Midrange,Brad Nelson,https://www.mtgtop8.com/event?e=21742&d=346168&f=ST,"4 Breeding Pool
2 Drowned Catacomb
4 Forest
1 Hinterland Harbor
1 Memorial to Folly
4 Overgrown Tomb
4 Watery Grave
4 Woodland Cemetery
1 Carnage Tyrant
3 Hostage Taker
4 Hydroid Krasis
1 Incubation Druid
4 Jadelight Ranger
4 Llanowar Elves
4 Merfolk Branchwalker
4 Wildgrowth Walker
3 Cast Down
3 Find / Finality
2 Vraska's Contempt
3 Vivien Reid
Sideboard
1 Carnage Tyrant
1 Cast Down
1 Vraska's Contempt
2 Assassin's Trophy
2 Disdainful Stroke
4 Duress
3 Kraul Harpooner
1 Ritual of Soot
"
2019,4,2,Gruul Aggro,Wataya Yousuke,https://www.mtgtop8.com/event?e=21742&d=346170&f=ST,"1 Forest
2 Gruul Guildgate
9 Mountain
4 Rootbound Crag
4 Stomping Ground
4 Unclaimed Territory
3 Dire Fleet Daredevil
4 Goblin Chainwhirler
4 Growth-Chamber Guardian
4 Gruul Spellbreaker
4 Kraul Harpooner
4 Rekindling Phoenix
3 Skarrgan Hellkite
2 Collision / Colossus
2 Lava Coil
4 Lightning Strike
2 Shock
Sideboard
2 Lava Coil
4 Cindervines
1 Domri, Chaos Bringer
2 Legion Warboss
2 Shivan Fire
2 Status / Statue
2 Vivien Reid
"
2019,4,3,Weenie White,Kyle Palmer,https://www.mtgtop8.com/event?e=21742&d=346172&f=ST,"20 Plains
2 Adanto Vanguard
4 Benalish Marshal
4 Dauntless Bodyguard
3 Hunted Witness
4 Skymarcher Aspirant
4 Snubhorn Sentry
4 Tithe Taker
4 Venerated Loxodon
3 Conclave Tribunal
4 History of Benalia
4 Legion's Landing
Sideboard
1 Adanto Vanguard
3 Ajani, Adversary of Tyrants
4 Baffling End
3 Demystify
4 Tocatli Honor Guard
"
2019,4,3,UR Aggro,jara97,https://www.mtgtop8.com/event?e=21742&d=346173&f=ST,"8 Island
5 Mountain
4 Steam Vents
4 Sulfur Falls
4 Crackling Drake
4 Enigma Drake
4 Pteramander
1 Beacon Bolt
4 Chart a Course
4 Discovery / Dispersal
3 Dive Down
4 Lava Coil
4 Opt
4 Shock
3 Spell Pierce
Sideboard
1 Beacon Bolt
2 Disdainful Stroke
2 Entrancing Melody
2 Fiery Cannonade
2 Negate
3 Niv-Mizzet, Parun
3 Raptor Hatchling
"
2019,4,3,Nexus Reclamation,Evan Whitehouse,https://www.mtgtop8.com/event?e=21742&d=346169&f=ST,"1 Arch of Orazca
4 Breeding Pool
6 Forest
4 Hinterland Harbor
6 Island
3 Memorial to Genius
1 Simic Guildgate
2 Hydroid Krasis
1 Murmuring Mystic
2 Blink of an Eye
4 Chemister's Insight
4 Growth Spiral
4 Nexus of Fate
4 Opt
4 Root Snare
2 Sinister Sabotage
4 Search for Azcanta
4 Wilderness Reclamation
Sideboard
2 Murmuring Mystic
2 Biogenic Ooze
2 Crushing Canopy
3 Druid of the Cowl
3 Kraul Harpooner
3 Negate
"
2019,4,3,Mono Blue Aggro,Autumn Burchett,https://www.mtgtop8.com/event?e=21742&d=346171&f=ST,"19 Island
4 Merfolk Trickster
1 Mist-Cloaked Herald
4 Pteramander
4 Siren Stormtamer
4 Tempest Djinn
1 Chart a Course
4 Dive Down
1 Entrancing Melody
2 Essence Capture
1 Negate
4 Opt
3 Spell Pierce
4 Wizard's Retort
4 Curious Obsession
Sideboard
1 Island
3 Entrancing Melody
2 Essence Capture
3 Negate
1 Disdainful Stroke
1 Jace, Cunning Castaway
4 Surge Mare
"
2019,3,1,Esper Control,Kitchen_Finks,https://www.mtgtop8.com/event?e=21453&d=343697&f=ST,"4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
1 Island
4 Isolated Chapel
1 Swamp
4 Watery Grave
4 Absorb
3 Cast Down
4 Chemister's Insight
3 Cry of the Carnarium
2 Kaya's Wrath
3 Mortify
2 Negate
4 Thought Erasure
2 Vraska's Contempt
1 Kaya, Orzhov Usurper
2 Search for Azcanta
4 Teferi, Hero of Dominaria
Sideboard
1 Kaya's Wrath
1 Vraska's Contempt
3 Duress
3 Hostage Taker
1 Lyra Dawnbringer
2 Moment of Craving
4 Thief of Sanity
"
2019,3,1,Weenie White,Kellen Pastore,https://www.mtgtop8.com/event?e=21453&d=343696&f=ST,"4 Glacial Fortress
4 Hallowed Fountain
12 Plains
3 Adanto Vanguard
4 Benalish Marshal
4 Dauntless Bodyguard
4 Skymarcher Aspirant
4 Snubhorn Sentry
3 Tithe Taker
4 Venerated Loxodon
1 Ajani, Adversary of Tyrants
2 Baffling End
3 Conclave Tribunal
4 History of Benalia
4 Legion's Landing
Sideboard
2 Ajani, Adversary of Tyrants
2 Baffling End
1 Deputy of Detention
3 Disdainful Stroke
1 Island
1 Negate
4 Tocatli Honor Guard
1 Unbreakable Formation
"
2019,3,1,Sultai Aggro,Yuya Watanabe,https://www.mtgtop8.com/event?e=21453&d=343694&f=ST,"4 Breeding Pool
2 Drowned Catacomb
4 Forest
1 Hinterland Harbor
1 Memorial to Folly
4 Overgrown Tomb
4 Watery Grave
4 Woodland Cemetery
1 Carnage Tyrant
3 Hostage Taker
4 Hydroid Krasis
1 Incubation Druid
4 Jadelight Ranger
4 Llanowar Elves
4 Merfolk Branchwalker
4 Wildgrowth Walker
3 Cast Down
3 Find / Finality
2 Vraska's Contempt
3 Vivien Reid
Sideboard
1 Carnage Tyrant
1 Cast Down
1 Vraska's Contempt
2 Disdainful Stroke
4 Duress
4 Kraul Harpooner
2 Thrashing Brontodon
"
2019,3,1,Mono Blue Aggro,Dakota Sheldon,https://www.mtgtop8.com/event?e=21453&d=343695&f=ST,"20 Island
4 Merfolk Trickster
2 Mist-Cloaked Herald
4 Pteramander
4 Siren Stormtamer
4 Tempest Djinn
1 Chart a Course
4 Dive Down
2 Essence Capture
4 Opt
3 Spell Pierce
4 Wizard's Retort
4 Curious Obsession
Sideboard
1 Essence Capture
2 Deep Freeze
3 Entrancing Melody
2 Exclusion Mage
4 Negate
3 Surge Mare
"
2019,3,2,Red Deck Wins,Freddie Crespo,https://www.mtgtop8.com/event?e=21453&d=343699&f=ST,"19 Mountain
4 Fanatical Firebrand
4 Ghitu Lavarunner
4 Goblin Chainwhirler
4 Runaway Steam-Kin
4 Viashino Pyromancer
3 Light Up the Stage
4 Lightning Strike
2 Risk Factor
4 Shock
2 Skewer the Critics
4 Wizard's Lightning
2 Experimental Frenzy
Sideboard
1 Experimental Frenzy
1 Act of Treason
3 Fiery Cannonade
2 Fight with Fire
1 Jaya Ballard
4 Lava Coil
3 Legion Warboss
"
2019,3,2,Nexus Reclamation,Joshua Stringer,https://www.mtgtop8.com/event?e=21453&d=343698&f=ST,"1 Arch of Orazca
4 Breeding Pool
6 Forest
4 Hinterland Harbor
6 Island
4 Memorial to Genius
1 Frilled Mystic
2 Hydroid Krasis
3 Blink of an Eye
4 Chemister's Insight
4 Growth Spiral
4 Nexus of Fate
4 Opt
4 Root Snare
1 Sinister Sabotage
4 Search for Azcanta
4 Wilderness Reclamation
Sideboard
1 Sinister Sabotage
3 Biogenic Ooze
3 Crushing Canopy
4 Druid of the Cowl
2 Kraul Harpooner
2 Negate
"
2019,3,3,Izzet Phoenix,Sukhum Kiwanont,https://www.mtgtop8.com/event?e=21453&d=343701&f=ST,"1 Blood Crypt
8 Island
4 Mountain
4 Steam Vents
4 Sulfur Falls
4 Arclight Phoenix
4 Crackling Drake
4 Goblin Electromancer
1 Beacon Bolt
4 Chart a Course
2 Discovery / Dispersal
1 Entrancing Melody
4 Lava Coil
4 Opt
4 Radical Idea
4 Shock
2 Tormenting Voice
1 Ral, Izzet Viceroy
Sideboard
1 Beacon Bolt
2 Entrancing Melody
1 Ral, Izzet Viceroy
1 Disdainful Stroke
1 Murmuring Mystic
3 Negate
2 Niv-Mizzet, Parun
1 Shivan Fire
2 Sorcerous Spyglass
1 Spell Pierce
"
2019,3,3,Gruul Aggro,TheSneevedWeasel,https://www.mtgtop8.com/event?e=21453&d=343700&f=ST,"1 Forest
2 Gruul Guildgate
9 Mountain
4 Rootbound Crag
4 Stomping Ground
4 Unclaimed Territory
2 Dire Fleet Daredevil
4 Goblin Chainwhirler
4 Growth-Chamber Guardian
4 Gruul Spellbreaker
2 Kraul Harpooner
4 Rekindling Phoenix
1 Siege-Gang Commander
2 Skarrgan Hellkite
4 Zhur-Taa Goblin
2 Collision / Colossus
2 Lava Coil
2 Lightning Strike
3 Shock
Sideboard
1 Dire Fleet Daredevil
2 Kraul Harpooner
2 Lava Coil
3 Cindervines
2 Fiery Cannonade
2 Legion Warboss
1 The Immortal Sun
2 Vivien Reid
"
2019,3,3,Gate Control,Aleksander Hudson,https://www.mtgtop8.com/event?e=21453&d=343702&f=ST,"1 Azorius Guildgate
2 Breeding Pool
1 Dimir Guildgate
4 Forest
1 Gateway Plaza
4 Gruul Guildgate
4 Izzet Guildgate
4 Plaza of Harmony
1 Selesnya Guildgate
4 Simic Guildgate
2 Archway Angel
3 Gate Colossus
4 Gatebreaker Ram
2 Hydroid Krasis
4 Circuitous Route
2 Deafening Clarion
2 Expansion / Explosion
4 Gates Ablaze
4 Growth Spiral
2 Lava Coil
1 Negate
4 Guild Summit
Sideboard
2 Archway Angel
2 Hydroid Krasis
3 Negate
1 Banefire
2 Crushing Canopy
1 Mass Manipulation
2 Niv-Mizzet, Parun
2 Unmoored Ego
"
2019,2,1,Sultai Midrange,Peter Ingram,https://www.mtgtop8.com/event?e=21182&d=341290&f=ST,"1 Vraska, Golgari Queen
3 Vivien Reid
2 Vraska's Contempt
2 Find / Finality
3 Cast Down
4 Wildgrowth Walker
4 Merfolk Branchwalker
4 Llanowar Elves
4 Jadelight Ranger
1 Incubation Druid
4 Hydroid Krasis
4 Hostage Taker
4 Woodland Cemetery
4 Watery Grave
4 Overgrown Tomb
5 Forest
3 Drowned Catacomb
4 Breeding Pool
Sideboard
1 Thrashing Brontodon
2 Thief of Sanity
1 Spell Pierce
1 Negate
3 Kraul Harpooner
3 Duress
1 Disdainful Stroke
2 Cry of the Carnarium
1 Crushing Canopy
"
2019,2,1,Mono Blue Aggro,Autumn Burchett,https://www.mtgtop8.com/event?e=21182&d=341291&f=ST,"4 Curious Obsession
4 Wizard's Retort
3 Spell Pierce
4 Opt
1 Negate
2 Essence Capture
1 Entrancing Melody
4 Dive Down
1 Chart a Course
4 Tempest Djinn
4 Siren Stormtamer
4 Pteramander
1 Mist-Cloaked Herald
4 Merfolk Trickster
19 Island
Sideboard
3 Surge Mare
1 Jace, Cunning Castaway
1 Disdainful Stroke
2 Deep Freeze
3 Negate
1 Essence Capture
3 Entrancing Melody
1 Island
"
2019,2,2,Simic Nexus,Stephen Barnett,https://www.mtgtop8.com/event?e=21182&d=341293&f=ST,"4 Wilderness Reclamation
3 Search for Azcanta
2 Sinister Sabotage
4 Root Snare
4 Opt
4 Nexus of Fate
4 Growth Spiral
4 Chemister's Insight
3 Blink of an Eye
1 Anticipate
2 Hydroid Krasis
1 Simic Guildgate
4 Memorial to Genius
5 Island
4 Hinterland Harbor
5 Forest
4 Breeding Pool
2 Arch of Orazca
Sideboard
2 Negate
1 Kraul Harpooner
3 Incubation Druid
2 Druid of the Cowl
3 Crushing Canopy
1 Biogenic Ooze
1 Atzocan Archer
2 Hydroid Krasis
"
2019,2,2,Esper Control,Yoshihiko Ikawa,https://www.mtgtop8.com/event?e=21182&d=341292&f=ST,"1 The Eldest Reborn
4 Teferi, Hero of Dominaria
2 Search for Azcanta
1 Karn, Scion of Urza
3 Vraska's Contempt
4 Thought Erasure
1 Negate
3 Mortify
1 Moment of Craving
3 Kaya's Wrath
2 Cry of the Carnarium
3 Chemister's Insight
3 Cast Down
3 Absorb
4 Watery Grave
1 Swamp
4 Isolated Chapel
1 Island
4 Hallowed Fountain
4 Godless Shrine
4 Glacial Fortress
4 Drowned Catacomb
Sideboard
4 Thief of Sanity
2 Lyra Dawnbringer
1 Kaya, Orzhov Usurper
3 Hostage Taker
2 Duress
1 The Eldest Reborn
1 Negate
1 Moment of Craving
"
2019,2,3,Weenie White,Shuta Kuribara,https://www.mtgtop8.com/event?e=21182&d=341295&f=ST,"4 Legion's Landing
4 History of Benalia
4 Conclave Tribunal
2 Unbreakable Formation
4 Venerated Loxodon
2 Tithe Taker
4 Snubhorn Sentry
4 Skymarcher Aspirant
4 Dauntless Bodyguard
4 Benalish Marshal
4 Adanto Vanguard
12 Plains
4 Hallowed Fountain
4 Glacial Fortress
Sideboard
1 Deputy of Detention
1 Citywide Bust
3 Baffling End
2 Ajani, Adversary of Tyrants
3 Tocatli Honor Guard
2 Spell Pierce
1 Negate
2 Disdainful Stroke
"
2019,2,3,Rakdos Midrange,Jody Keith,https://www.mtgtop8.com/event?e=21182&d=341296&f=ST,"4 Treasure Map
2 The Eldest Reborn
1 Karn, Scion of Urza
2 Shock
4 Lava Coil
3 Carnival / Carnage
3 Siege-Gang Commander
4 Rix Maadi Reveler
4 Rekindling Phoenix
4 Goblin Chainwhirler
4 Dire Fleet Daredevil
1 Swamp
1 Rakdos Guildgate
14 Mountain
4 Dragonskull Summit
1 Cinder Barrens
4 Blood Crypt
Sideboard
2 Theater of Horrors
1 Status / Statue
1 Shivan Fire
3 Legion Warboss
1 Fight with Fire
2 Fiery Cannonade
4 Duress
1 Angrath, the Flame-Chained
"
2019,2,3,Red Deck Wins,Alex Majlaton,https://www.mtgtop8.com/event?e=21182&d=341294&f=ST,"4 Experimental Frenzy
4 Wizard's Lightning
4 Shock
4 Lightning Strike
4 Light Up the Stage
4 Viashino Pyromancer
4 Runaway Steam-Kin
3 Goblin Chainwhirler
4 Ghitu Lavarunner
4 Fanatical Firebrand
4 Stomping Ground
4 Rootbound Crag
13 Mountain
Sideboard
2 Treasure Map
4 Lava Coil
1 Dire Fleet Daredevil
3 Collision / Colossus
4 Cindervines
1 Goblin Chainwhirler
"
2019,1,1,Golgari Aggro,Alex Deng,https://www.mtgtop8.com/event?e=20988&d=339231&f=ST,"3 Vraska, Golgari Queen
1 Karn, Scion of Urza
3 Vraska's Contempt
2 Find / Finality
1 Cast Down
3 Wildgrowth Walker
2 Seekers' Squire
2 Ravenous Chupacabra
2 Plaguecrafter
3 Midnight Reaper
3 Merfolk Branchwalker
4 Llanowar Elves
4 Jadelight Ranger
2 Doom Whisperer
2 Carnage Tyrant
4 Woodland Cemetery
5 Swamp
4 Overgrown Tomb
2 Memorial to Folly
7 Forest
1 Detection Tower
Sideboard
2 Vraska, Relic Seeker
2 Ritual of Soot
3 Duress
3 Deathgorge Scavenger
2 Assassin's Trophy
1 Karn, Scion of Urza
1 Wildgrowth Walker
1 Plaguecrafter
"
2019,1,2,Izzet Drakes,Matthew Fileccia,https://www.mtgtop8.com/event?e=20988&d=339233&f=ST,"4 Shock
4 Radical Idea
4 Opt
3 Lava Coil
2 Dive Down
4 Discovery / Dispersal
4 Chart a Course
1 Beacon Bolt
2 Niv-Mizzet, Parun
1 Murmuring Mystic
4 Goblin Electromancer
2 Enigma Drake
4 Crackling Drake
4 Sulfur Falls
4 Steam Vents
5 Mountain
1 Izzet Guildgate
7 Island
Sideboard
1 Star of Extinction
2 Shivan Fire
1 Sarkhan, Fireblood
1 Ral, Izzet Viceroy
1 Maximize Velocity
2 Firemind's Research
2 Entrancing Melody
2 Disdainful Stroke
1 Beacon Bolt
1 Niv-Mizzet, Parun
1 Murmuring Mystic
"
